Permissible Value	Label	URL
CL:0002589	smooth muscle cell of the brachiocephalic vasculature	<http://purl.obolibrary.org/obo/CL_0002589>
CL:0002590	smooth muscle cell of the brain vasculature	<http://purl.obolibrary.org/obo/CL_0002590>
CL:0002596	smooth muscle cell of the carotid artery	<http://purl.obolibrary.org/obo/CL_0002596>
CL:0002592	smooth muscle cell of the coronary artery	<http://purl.obolibrary.org/obo/CL_0002592>
CL:0002599	smooth muscle cell of the esophagus	<http://purl.obolibrary.org/obo/CL_0002599>
CL:0002593	smooth muscle cell of the internal thoracic artery	<http://purl.obolibrary.org/obo/CL_0002593>
CL:0002591	smooth muscle cell of the pulmonary artery	<http://purl.obolibrary.org/obo/CL_0002591>
CL:0002595	smooth muscle cell of the subclavian artery	<http://purl.obolibrary.org/obo/CL_0002595>
CL:0002594	smooth muscle cell of the umbilical artery	<http://purl.obolibrary.org/obo/CL_0002594>
CL:0002588	smooth muscle cell of the umbilical vein	<http://purl.obolibrary.org/obo/CL_0002588>
CL:0002600	smooth muscle cell of trachea	<http://purl.obolibrary.org/obo/CL_0002600>
CL:4047040	smooth muscle circular layer cell	<http://purl.obolibrary.org/obo/CL_4047040>
CL:1000282	smooth muscle fiber of ascending colon	<http://purl.obolibrary.org/obo/CL_1000282>
CL:1000284	smooth muscle fiber of descending colon	<http://purl.obolibrary.org/obo/CL_1000284>
CL:1000276	smooth muscle fiber of duodenum	<http://purl.obolibrary.org/obo/CL_1000276>
CL:1000278	smooth muscle fiber of ileum	<http://purl.obolibrary.org/obo/CL_1000278>
CL:1000277	smooth muscle fiber of jejunum	<http://purl.obolibrary.org/obo/CL_1000277>
CL:1000283	smooth muscle fiber of transverse colon	<http://purl.obolibrary.org/obo/CL_1000283>
CL:0000514	smooth muscle myoblast	<http://purl.obolibrary.org/obo/CL_0000514>
CL:4023015	sncg GABAergic cortical interneuron	<http://purl.obolibrary.org/obo/CL_4023015>
CL:0000389	socket cell (sensu Nematoda)	<http://purl.obolibrary.org/obo/CL_0000389>
CL:0008004	somatic muscle cell	<http://purl.obolibrary.org/obo/CL_0008004>
CL:0008018	somatic muscle myoblast	<http://purl.obolibrary.org/obo/CL_0008018>
CL:0008003	somatic muscle myotube	<http://purl.obolibrary.org/obo/CL_0008003>
CL:4029003	somatic nurse-like cell	<http://purl.obolibrary.org/obo/CL_4029003>
CL:0000723	somatic stem cell	<http://purl.obolibrary.org/obo/CL_0000723>
CL:0005024	somatomotor neuron	<http://purl.obolibrary.org/obo/CL_0005024>
CL:4023168	somatosensory neuron	<http://purl.obolibrary.org/obo/CL_4023168>
CL:0000172	somatostatin secreting cell	<http://purl.obolibrary.org/obo/CL_0000172>
CL:0002312	somatotroph	<http://purl.obolibrary.org/obo/CL_0002312>
CL:0000295	somatotropin secreting cell	<http://purl.obolibrary.org/obo/CL_0000295>
CL:0002086	specialized cardiac myocyte	<http://purl.obolibrary.org/obo/CL_0002086>
CL:0009081	specified double negative thymocyte (Homo sapiens)	<http://purl.obolibrary.org/obo/CL_0009081>
CL:0000019	sperm	<http://purl.obolibrary.org/obo/CL_0000019>
CL:0000018	spermatid	<http://purl.obolibrary.org/obo/CL_0000018>
CL:0000017	spermatocyte	<http://purl.obolibrary.org/obo/CL_0000017>
CL:0000020	spermatogonium	<http://purl.obolibrary.org/obo/CL_0000020>
CL:4023163	spherical bushy cell	<http://purl.obolibrary.org/obo/CL_4023163>
CL:0000358	sphincter associated smooth muscle cell	<http://purl.obolibrary.org/obo/CL_0000358>
CL:0004225	spider amacrine cell	<http://purl.obolibrary.org/obo/CL_0004225>
CL:0000741	spinal accessory motor neuron	<http://purl.obolibrary.org/obo/CL_0000741>
CL:0005000	spinal cord interneuron	<http://purl.obolibrary.org/obo/CL_0005000>
CL:2000024	spinal cord medial motor column neuron	<http://purl.obolibrary.org/obo/CL_2000024>
CL:0011001	spinal cord motor neuron	<http://purl.obolibrary.org/obo/CL_0011001>
CL:2000025	spinal cord oligodendrocyte	<http://purl.obolibrary.org/obo/CL_2000025>
CL:1000073	spinal cord radial glial cell	<http://purl.obolibrary.org/obo/CL_1000073>
CL:2000023	spinal cord ventral column interneuron	<http://purl.obolibrary.org/obo/CL_2000023>
CL:4023053	spinal interneuron synapsing Betz cell	<http://purl.obolibrary.org/obo/CL_4023053>
CL:4042014	spiny VIP neuron	<http://purl.obolibrary.org/obo/CL_4042014>
CL:0011113	spiral ganglion neuron	<http://purl.obolibrary.org/obo/CL_0011113>
CL:0017001	splanchnic mesodermal cell	<http://purl.obolibrary.org/obo/CL_0017001>
CL:2000053	splenic endothelial cell	<http://purl.obolibrary.org/obo/CL_2000053>
CL:2000051	splenic fibroblast	<http://purl.obolibrary.org/obo/CL_2000051>
CL:0000871	splenic macrophage	<http://purl.obolibrary.org/obo/CL_0000871>
CL:0000872	splenic marginal zone macrophage	<http://purl.obolibrary.org/obo/CL_0000872>
CL:0000873	splenic metallophillic macrophage	<http://purl.obolibrary.org/obo/CL_0000873>
CL:0000874	splenic red pulp macrophage	<http://purl.obolibrary.org/obo/CL_0000874>
CL:0000877	splenic tingible body macrophage	<http://purl.obolibrary.org/obo/CL_0000877>
CL:0000876	splenic white pulp macrophage	<http://purl.obolibrary.org/obo/CL_0000876>
CL:2000074	splenocyte	<http://purl.obolibrary.org/obo/CL_2000074>
CL:0002244	squamous cell of ectocervix	<http://purl.obolibrary.org/obo/CL_0002244>
CL:0002190	squamous cell of epidermis	<http://purl.obolibrary.org/obo/CL_0002190>
CL:0002653	squamous endothelial cell	<http://purl.obolibrary.org/obo/CL_0002653>
CL:0008040	squamous endothelial cell of venule	<http://purl.obolibrary.org/obo/CL_0008040>
CL:0000076	squamous epithelial cell	<http://purl.obolibrary.org/obo/CL_0000076>
CL:4033083	squamous granulosa cell	<http://purl.obolibrary.org/obo/CL_4033083>
CL:4023017	sst GABAergic cortical interneuron	<http://purl.obolibrary.org/obo/CL_4023017>
CL:4042037	sst GABAergic neuron of the striatum	<http://purl.obolibrary.org/obo/CL_4042037>
CL:4023121	sst chodl GABAergic cortical interneuron	<http://purl.obolibrary.org/obo/CL_4023121>
CL:0004232	starburst amacrine cell	<http://purl.obolibrary.org/obo/CL_0004232>
CL:4023001	static beta motor neuron	<http://purl.obolibrary.org/obo/CL_4023001>
CL:4023021	static gamma motor neuron	<http://purl.obolibrary.org/obo/CL_4023021>
CL:4023006	static nuclear bag fiber	<http://purl.obolibrary.org/obo/CL_4023006>
CL:4023080	stellate L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex (Mmus)	<http://purl.obolibrary.org/obo/CL_4023080>
CL:0000691	stellate interneuron	<http://purl.obolibrary.org/obo/CL_0000691>
CL:0000122	stellate neuron	<http://purl.obolibrary.org/obo/CL_0000122>
CL:4023093	stellate pyramidal neuron	<http://purl.obolibrary.org/obo/CL_4023093>
CL:0000034	stem cell	<http://purl.obolibrary.org/obo/CL_0000034>
CL:1000428	stem cell of epidermis	<http://purl.obolibrary.org/obo/CL_1000428>
CL:0002183	stem cell of gastric gland	<http://purl.obolibrary.org/obo/CL_0002183>
CL:0000174	steroid hormone secreting cell	<http://purl.obolibrary.org/obo/CL_0000174>
CL:1001517	stomach enteroendocrine cell	<http://purl.obolibrary.org/obo/CL_1001517>
CL:1000222	stomach neuroendocrine cell	<http://purl.obolibrary.org/obo/CL_1000222>
CL:4047037	stomach smooth muscle inner oblique layer cell	<http://purl.obolibrary.org/obo/CL_4047037>
CL:4047035	stomach smooth muscle outer longitudinal layer cell	<http://purl.obolibrary.org/obo/CL_4047035>
CL:0000629	storage cell	<http://purl.obolibrary.org/obo/CL_0000629>
CL:0000241	stratified cuboidal epithelial cell	<http://purl.obolibrary.org/obo/CL_0000241>
CL:0000079	stratified epithelial cell	<http://purl.obolibrary.org/obo/CL_0000079>
CL:0000357	stratified epithelial stem cell	<http://purl.obolibrary.org/obo/CL_0000357>
CL:1000083	stratified keratinized epithelial stem cell	<http://purl.obolibrary.org/obo/CL_1000083>
CL:1000085	stratified non keratinized epithelial stem cell	<http://purl.obolibrary.org/obo/CL_1000085>
CL:0000240	stratified squamous epithelial cell	<http://purl.obolibrary.org/obo/CL_0000240>
CL:0009066	stratified squamous epithelial cell of anal canal	<http://purl.obolibrary.org/obo/CL_0009066>
CL:0000712	stratum granulosum cell	<http://purl.obolibrary.org/obo/CL_0000712>
CL:1000082	stretch receptor cell	<http://purl.obolibrary.org/obo/CL_1000082>
CL:0002493	strial basal cell	<http://purl.obolibrary.org/obo/CL_0002493>
CL:0002486	strial intermediate cell	<http://purl.obolibrary.org/obo/CL_0002486>
CL:0002492	strial marginal cell	<http://purl.obolibrary.org/obo/CL_0002492>
CL:4042024	striatal PTHLH MOXD1 expressing interneuron	<http://purl.obolibrary.org/obo/CL_4042024>
CL:4042023	striatal pthlh-expressing interneuron	<http://purl.obolibrary.org/obo/CL_4042023>
CL:4052049	striated cell of salivary gland	<http://purl.obolibrary.org/obo/CL_4052049>
CL:0000737	striated muscle cell	<http://purl.obolibrary.org/obo/CL_0000737>
CL:0008008	striated visceral muscle cell	<http://purl.obolibrary.org/obo/CL_0008008>
CL:0002613	striatum neuron	<http://purl.obolibrary.org/obo/CL_0002613>
CL:4030048	striosomal D1 medium spiny neuron	<http://purl.obolibrary.org/obo/CL_4030048>
CL:4030049	striosomal D2 medium spiny neuron	<http://purl.obolibrary.org/obo/CL_4030049>
CL:0000499	stromal cell	<http://purl.obolibrary.org/obo/CL_0000499>
CL:0009053	stromal cell of anorectum lamina propria	<http://purl.obolibrary.org/obo/CL_0009053>
CL:0010001	stromal cell of bone marrow	<http://purl.obolibrary.org/obo/CL_0010001>
CL:0002255	stromal cell of endometrium	<http://purl.obolibrary.org/obo/CL_0002255>
CL:0009040	stromal cell of lamina propria of colon	<http://purl.obolibrary.org/obo/CL_0009040>
CL:0009021	stromal cell of lamina propria of large intestine	<http://purl.obolibrary.org/obo/CL_0009021>
CL:0009022	stromal cell of lamina propria of small intestine	<http://purl.obolibrary.org/obo/CL_0009022>
CL:0009035	stromal cell of lamina propria of vermiform appendix	<http://purl.obolibrary.org/obo/CL_0009035>
CL:0002133	stromal cell of ovarian cortex	<http://purl.obolibrary.org/obo/CL_0002133>
CL:0002134	stromal cell of ovarian medulla	<http://purl.obolibrary.org/obo/CL_0002134>
CL:0002132	stromal cell of ovary	<http://purl.obolibrary.org/obo/CL_0002132>
CL:0002574	stromal cell of pancreas	<http://purl.obolibrary.org/obo/CL_0002574>
CL:4030001	stromal cell of thymus	<http://purl.obolibrary.org/obo/CL_4030001>
CL:4042005	stromal choroid plexus macrophage	<http://purl.obolibrary.org/obo/CL_4042005>
CL:0000293	structural cell	<http://purl.obolibrary.org/obo/CL_0000293>
CL:0000325	stuff accumulating cell	<http://purl.obolibrary.org/obo/CL_0000325>
CL:0009077	subcapsular thymic epithelial cell	<http://purl.obolibrary.org/obo/CL_0009077>
CL:0002521	subcutaneous adipocyte	<http://purl.obolibrary.org/obo/CL_0002521>
CL:0002583	subcutaneous preadipocyte	<http://purl.obolibrary.org/obo/CL_0002583>
CL:4052007	subepithelial intestinal fibroblast	<http://purl.obolibrary.org/obo/CL_4052007>
CL:4042011	subpial interlaminar astrocyte	<http://purl.obolibrary.org/obo/CL_4042011>
CL:4052029	subpleural fibroblast	<http://purl.obolibrary.org/obo/CL_4052029>
CL:0000505	substance P secreting cell	<http://purl.obolibrary.org/obo/CL_0000505>
CL:4042025	substantia nigra dopaminergic neuron	<http://purl.obolibrary.org/obo/CL_4042025>
CL:0002161	superficial external epithelial cell of tympanic membrane	<http://purl.obolibrary.org/obo/CL_0002161>
CL:0000630	supporting cell	<http://purl.obolibrary.org/obo/CL_0000630>
CL:0000378	supporting cell (sensu Nematoda and Protostomia)	<http://purl.obolibrary.org/obo/CL_0000378>
CL:0000619	supporting cell (sensu Nematoda)	<http://purl.obolibrary.org/obo/CL_0000619>
CL:0002256	supporting cell of carotid body	<http://purl.obolibrary.org/obo/CL_0002256>
CL:0002315	supporting cell of cochlea	<http://purl.obolibrary.org/obo/CL_0002315>
CL:0002316	supporting cell of vestibular epithelium	<http://purl.obolibrary.org/obo/CL_0002316>
CL:0000862	suppressor macrophage	<http://purl.obolibrary.org/obo/CL_0000862>
CL:4033013	suprabasal keratinocyte	<http://purl.obolibrary.org/obo/CL_4033013>
CL:0000114	surface ectodermal cell	<http://purl.obolibrary.org/obo/CL_0000114>
CL:0000157	surfactant secreting cell	<http://purl.obolibrary.org/obo/CL_0000157>
CL:0000703	sustentacular cell	<http://purl.obolibrary.org/obo/CL_0000703>
CL:0000318	sweat secreting cell	<http://purl.obolibrary.org/obo/CL_0000318>
CL:3000003	sympathetic cholinergic neuron	<http://purl.obolibrary.org/obo/CL_3000003>
CL:0011103	sympathetic neuron	<http://purl.obolibrary.org/obo/CL_0011103>
CL:3000002	sympathetic noradrenergic neuron	<http://purl.obolibrary.org/obo/CL_3000002>
CL:4052002	syncytial cell	<http://purl.obolibrary.org/obo/CL_4052002>
CL:0000420	syncytial epithelial cell	<http://purl.obolibrary.org/obo/CL_0000420>
CL:0000525	syncytiotrophoblast cell	<http://purl.obolibrary.org/obo/CL_0000525>
CL:0000214	synovial cell	<http://purl.obolibrary.org/obo/CL_0000214>
CL:0002085	tanycyte	<http://purl.obolibrary.org/obo/CL_0002085>
CL:0000209	taste receptor cell	<http://purl.obolibrary.org/obo/CL_0000209>
CL:4033049	taste receptor cell of tongue	<http://purl.obolibrary.org/obo/CL_4033049>
CL:0000315	tear secreting cell	<http://purl.obolibrary.org/obo/CL_0000315>
CL:0017004	telocyte	<http://purl.obolibrary.org/obo/CL_0017004>
CL:0000388	tendon cell	<http://purl.obolibrary.org/obo/CL_0000388>
CL:0000692	terminal Schwann cell	<http://purl.obolibrary.org/obo/CL_0000692>
CL:0007013	terminally differentiated odontoblast	<http://purl.obolibrary.org/obo/CL_0007013>
CL:0001039	terminally differentiated osteoblast	<http://purl.obolibrary.org/obo/CL_0001039>
CL:0000177	testosterone secreting cell	<http://purl.obolibrary.org/obo/CL_0000177>
CL:0002450	tether cell	<http://purl.obolibrary.org/obo/CL_0002450>
CL:4023068	thalamic excitatory neuron	<http://purl.obolibrary.org/obo/CL_4023068>
CL:0000503	theca cell	<http://purl.obolibrary.org/obo/CL_0000503>
CL:0000380	thecogen cell	<http://purl.obolibrary.org/obo/CL_0000380>
CL:0000205	thermoreceptor cell	<http://purl.obolibrary.org/obo/CL_0000205>
CL:0002545	thoracic aorta endothelial cell	<http://purl.obolibrary.org/obo/CL_0002545>
CL:0000828	thromboblast	<http://purl.obolibrary.org/obo/CL_0000828>
CL:0000941	thymic conventional dendritic cell	<http://purl.obolibrary.org/obo/CL_0000941>
CL:0000883	thymic cortical macrophage	<http://purl.obolibrary.org/obo/CL_0000883>
CL:0009078	thymic fibroblast type 1	<http://purl.obolibrary.org/obo/CL_0009078>
CL:0009079	thymic fibroblast type 2	<http://purl.obolibrary.org/obo/CL_0009079>
CL:0000866	thymic macrophage	<http://purl.obolibrary.org/obo/CL_0000866>
CL:0000882	thymic medullary macrophage	<http://purl.obolibrary.org/obo/CL_0000882>
CL:4030004	thymic nurse cell	<http://purl.obolibrary.org/obo/CL_4030004>
CL:0000942	thymic plasmacytoid dendritic cell	<http://purl.obolibrary.org/obo/CL_0000942>
CL:0000893	thymocyte	<http://purl.obolibrary.org/obo/CL_0000893>
CL:0002258	thyroid follicular cell	<http://purl.obolibrary.org/obo/CL_0002258>
CL:0000452	thyroid hormone secreting cell	<http://purl.obolibrary.org/obo/CL_0000452>
CL:0000476	thyrotroph	<http://purl.obolibrary.org/obo/CL_0000476>
CL:0000423	tip cell	<http://purl.obolibrary.org/obo/CL_0000423>
CL:0000864	tissue-resident macrophage	<http://purl.obolibrary.org/obo/CL_0000864>
CL:0002673	tongue muscle cell	<http://purl.obolibrary.org/obo/CL_0002673>
CL:2000006	tonsil germinal center B cell	<http://purl.obolibrary.org/obo/CL_2000006>
CL:1001577	tonsil squamous cell	<http://purl.obolibrary.org/obo/CL_1001577>
CL:0000869	tonsillar macrophage	<http://purl.obolibrary.org/obo/CL_0000869>
CL:0000052	totipotent stem cell	<http://purl.obolibrary.org/obo/CL_0000052>
CL:0000200	touch receptor cell	<http://purl.obolibrary.org/obo/CL_0000200>
CL:0002367	trabecular meshwork cell	<http://purl.obolibrary.org/obo/CL_0002367>
CL:0000307	tracheal epithelial cell	<http://purl.obolibrary.org/obo/CL_0000307>
CL:1000329	tracheal goblet cell	<http://purl.obolibrary.org/obo/CL_1000329>
CL:0000377	tracheoblast	<http://purl.obolibrary.org/obo/CL_0000377>
CL:0019002	tracheobronchial chondrocyte	<http://purl.obolibrary.org/obo/CL_0019002>
CL:0019003	tracheobronchial goblet cell	<http://purl.obolibrary.org/obo/CL_0019003>
CL:0019001	tracheobronchial serous cell	<http://purl.obolibrary.org/obo/CL_0019001>
CL:0019019	tracheobronchial smooth muscle cell	<http://purl.obolibrary.org/obo/CL_0019019>
CL:0009010	transit amplifying cell	<http://purl.obolibrary.org/obo/CL_0009010>
CL:0009056	transit amplifying cell of anorectum	<http://purl.obolibrary.org/obo/CL_0009056>
CL:0009027	transit amplifying cell of appendix	<http://purl.obolibrary.org/obo/CL_0009027>
CL:0009011	transit amplifying cell of colon	<http://purl.obolibrary.org/obo/CL_0009011>
CL:4047017	transit amplifying cell of gut	<http://purl.obolibrary.org/obo/CL_4047017>
CL:0009012	transit amplifying cell of small intestine	<http://purl.obolibrary.org/obo/CL_0009012>
CL:0002263	transitional cell of parathyroid gland	<http://purl.obolibrary.org/obo/CL_0002263>
CL:0000244	transitional epithelial cell	<http://purl.obolibrary.org/obo/CL_0000244>
CL:0002073	transitional myocyte	<http://purl.obolibrary.org/obo/CL_0002073>
CL:1000368	transitional myocyte of anterior division of left branch of atrioventricular bundle	<http://purl.obolibrary.org/obo/CL_1000368>
CL:1000364	transitional myocyte of anterior internodal tract	<http://purl.obolibrary.org/obo/CL_1000364>
CL:1000363	transitional myocyte of atrial branch of anterior internodal tract	<http://purl.obolibrary.org/obo/CL_1000363>
CL:1000372	transitional myocyte of atrial part of atrioventricular bundle	<http://purl.obolibrary.org/obo/CL_1000372>
CL:1000365	transitional myocyte of atrial septal branch of anterior internodal tract	<http://purl.obolibrary.org/obo/CL_1000365>
CL:1000481	transitional myocyte of atrioventricular bundle	<http://purl.obolibrary.org/obo/CL_1000481>
CL:1000361	transitional myocyte of interatrial septum	<http://purl.obolibrary.org/obo/CL_1000361>
CL:1000480	transitional myocyte of internodal tract	<http://purl.obolibrary.org/obo/CL_1000480>
CL:1000362	transitional myocyte of interventricular septum	<http://purl.obolibrary.org/obo/CL_1000362>
CL:1000370	transitional myocyte of left branch of atrioventricular bundle	<http://purl.obolibrary.org/obo/CL_1000370>
