Permissible Values	Label	NCIT	ICD10CM	ICD9	ICD-O_3.1
MONDO:0043452	chromosome 8, trisomy	NCIT:C36396			
MONDO:0043455	humoral hypercalcemia of malignancy	NCIT:C3496			
MONDO:0043459	radiation-induced disorder	NCIT:C26684			
MONDO:0043465	achlorhydria	NCIT:C2850			
MONDO:0043468	acne keloid	NCIT:C34346			
MONDO:0043472	ectopic ACTH secretion syndrome	NCIT:C4387			
MONDO:0043475	Adams-Stokes syndrome	NCIT:C79765			
MONDO:0043479	adenoviridae infectious disease	NCIT:C115149			
MONDO:0043494	arteritis	NCIT:C34399			
MONDO:0043512	traumatic encephalopathy	NCIT:C35542			
MONDO:0043519	burn	NCIT:C34441			
MONDO:0043537	cluster headache syndrome	NCIT:C117077			
MONDO:0043541	viral conjunctivitis	NCIT:C34509			
MONDO:0043544	nosocomial infection	NCIT:C115164			
MONDO:0043576	endarteritis	NCIT:C34581			
MONDO:0043579	enteritis	NCIT:C26765			
MONDO:0043606	obsolete pathologic fracture	NCIT:C3047			
MONDO:0043653	herpes labialis	NCIT:C34695			
MONDO:0043678	chromosome inversion disorder	NCIT:C6827			
MONDO:0043683	Leriche syndrome	NCIT:C34773			
MONDO:0043693	alcoholic liver diseases	NCIT:C34783			
MONDO:0043707	obsolete mediastinal disorder	NCIT:C26826			
MONDO:0043726	multiple organ dysfunction syndrome	NCIT:C179648			
MONDO:0043731	lytic metastatic bone lesion	NCIT:C35371			
MONDO:0043735	osteoradionecrosis	NCIT:C63707			
MONDO:0043759	abdominal ectopic pregnancy	NCIT:C92921			
MONDO:0043762	tubal pregnancy	NCIT:C92946			
MONDO:0043765	presbycusis	NCIT:C116367			
MONDO:0043768	thrombocytopenic purpura	NCIT:C26870			
MONDO:0043771	radiodermatitis	NCIT:C3349			
MONDO:0043777	rhinophyma	NCIT:C34989			
MONDO:0043783	sclerema neonatorum	NCIT:C35009			
MONDO:0043786	serositis	NCIT:C70428			
MONDO:0043789	serum sickness	NCIT:C79718			
MONDO:0043836	tuberculosis, spinal	NCIT:C35087			
MONDO:0043839	ulcer disease	NCIT:C3426			
MONDO:0043862	voice disorders	NCIT:C3441			
MONDO:0043875	tumor lysis syndrome	NCIT:C3425			
MONDO:0043878	hereditary optic atrophy	NCIT:C34864			
MONDO:0043881	obsolete acute eosinophilic leukemia	NCIT:C26813			
MONDO:0043885	eye infectious disorder	NCIT:C45372			
MONDO:0043892	prosthesis-related infectious disease	NCIT:C79705			
MONDO:0043905	pneumonitis	NCIT:C113159			
MONDO:0043923	lichen planus, oral	NCIT:C7406			
MONDO:0043959	pseudolymphoma	NCIT:C3825			
MONDO:0043985	central nervous system lupus	NCIT:C116919			
MONDO:0043994	acute cholecystitis	NCIT:C35152			
MONDO:0044001	hearing loss, mixed conductive-sensorineural	NCIT:C26974			
MONDO:0044014	postpartum thyroiditis	NCIT:C114389			
MONDO:0044033	posterior leukoencephalopathy syndrome	NCIT:C78598			
MONDO:0044067	candidiasis, invasive	NCIT:C116813			
MONDO:0044079	cardio-renal syndrome	NCIT:C123225			
MONDO:0044092	collagenous sprue	NCIT:C45426			
MONDO:0044098	ovarian ectopic pregnancy	NCIT:C92945			
MONDO:0044101	pregnancy, cornual	NCIT:C92761			
MONDO:0044113	bullous systemic lupus erythematosus	NCIT:C117104			
MONDO:0044137	vitreous body disorder	NCIT:C45256			
MONDO:0044138	hyalitis	NCIT:C50587			
MONDO:0044141	panic disorder without agoraphobia	NCIT:C97193			
MONDO:0044144	panic disorder with agoraphobia	NCIT:C97194			
MONDO:0044333	alcohol-induced Wernicke-Korsakoff's syndrome	NCIT:C34366			
MONDO:0044334	connective and soft tissue neoplasm	NCIT:C3810			
MONDO:0044335	benign soft tissue neoplasm	NCIT:C4242			8800/0
MONDO:0044336	colorectal signet ring cell carcinoma	NCIT:C43586			
MONDO:0044337	stromal sarcoma	NCIT:C6926			8935/3
MONDO:0044339	lumbar disk degenerative disorder	NCIT:C27154			
MONDO:0044342	thoracic disk degenerative disorder	NCIT:C27155			
MONDO:0044343	cervical disk degenerative disorder	NCIT:C27156			
MONDO:0044344	Schistosoma japonicum infectious disease	NCIT:C35001			
MONDO:0044345	Schistosoma mansoni infectious disease	NCIT:C35002			
MONDO:0044351	Schistosoma intercalatum infectious disease	NCIT:C35364			
MONDO:0044638	hypopharynx squamous cell carcinoma	NCIT:C4043			
MONDO:0044704	oropharynx squamous cell carcinoma	NCIT:C8181			
MONDO:0044705	paranasal sinus squamous cell carcinoma	NCIT:C8193			
MONDO:0044710	lip and oral cavity squamous cell carcinoma	NCIT:C42690			
MONDO:0044719	erythema multiforme major	NCIT:C3385			
MONDO:0044727	pancreatic carcinoma with mixed differentiation	NCIT:C45843			
MONDO:0044740	salivary gland squamous cell carcinoma	NCIT:C7991			
MONDO:0044743	major salivary gland cancer	NCIT:C4762			
MONDO:0044744	prekallikrein deficiency	NCIT:C99022			
MONDO:0044746	obsolete zoonotic bacterial infection	NCIT:C35373			
MONDO:0044753	lumbar spinal stenosis	NCIT:C177445			
MONDO:0044764	benign choroid plexus neoplasm	NCIT:C8405			
MONDO:0044765	steroid-resistant nephrotic syndrome	NCIT:C122798			
MONDO:0044767	childhood adrenal gland pheochromocytoma	NCIT:C118822			
MONDO:0044768	vagus nerve paraganglioma	NCIT:C8427			
MONDO:0044778	nodular lymphocyte predominant Hodgkin lymphoma	NCIT:C7258			9659/3
MONDO:0044781	nephrotic syndrome of childhood - steroid sensitive	NCIT:C122797			
MONDO:0044782	esophageal ulcer	NCIT:C26950			
MONDO:0044783	solid papillary breast carcinoma	NCIT:C6870			
MONDO:0044784	myxoma	NCIT:C6577			8840/0
MONDO:0044785	desmoplastic melanoma	NCIT:C37257			8745/3
MONDO:0044786	solid pseudopapillary neoplasm of the pancreas	NCIT:C37212			
MONDO:0044787	nasal cavity and paranasal sinus squamous cell carcinoma	NCIT:C68611			
MONDO:0044788	perihilar intrahepatic cholangiocarcinoma	NCIT:C96804			
MONDO:0044789	digital papillary eccrine carcinoma	NCIT:C27534			8408/3
MONDO:0044791	combined hepatocellular carcinoma and cholangiocarcinoma	NCIT:C3828			8180/3
MONDO:0044792	large congenital melanocytic nevus	NCIT:C3944			
MONDO:0044793	spitz nevus	NCIT:C27007			8770/0
MONDO:0044794	benign melanocytic skin nevus	NCIT:C7571			
MONDO:0044795	epithelioid cell nevus	NCIT:C66757			8771/0
MONDO:0044796	spindle cell nevus	NCIT:C66758			
MONDO:0044797	desmoplastic nevus	NCIT:C4497			
MONDO:0044800	desmoplastic spitz nevus	NCIT:C82864			
MONDO:0044807	inherited dystonia	NCIT:C35527			
MONDO:0044811	idiopathic torsion dystonia	NCIT:C34564			
MONDO:0044816	familial idiopathic torsion dystonia	NCIT:C35437			
MONDO:0044817	acquired idiopathic torsion dystonia	NCIT:C35438			
MONDO:0044872	dysautonomia	NCIT:C53439			
MONDO:0044873	childhood myelodysplastic syndrome	NCIT:C68744			
MONDO:0044874	refractory cytopenia of childhood	NCIT:C82596			9985/3
MONDO:0044875	coronary microvascular disorder	NCIT:C84478			
MONDO:0044877	paraneoplastic cerebellar degeneration	NCIT:C4685			
MONDO:0044878	adult germ cell tumor	NCIT:C114777			
MONDO:0044879	pancreatic mucinous-cystic neoplasm	NCIT:C41247			
MONDO:0044880	cystic tumor of the pancreas	NCIT:C200227			
MONDO:0044881	hematopoietic and lymphoid cell neoplasm	NCIT:C27134			
MONDO:0044884	tonsillar lymphoma	NCIT:C5918			
MONDO:0044885	tonsillar lipoma	NCIT:C5989			
MONDO:0044887	central nervous system non-hodgkin lymphoma	NCIT:C114779			
MONDO:0044889	high grade B-cell lymphoma	NCIT:C138211			
MONDO:0044903	myelofibrosis	NCIT:C3248			
MONDO:0044906	bladder urothelial papilloma	NCIT:C39858			
MONDO:0044907	metastatic squamous cell carcinoma	NCIT:C4104			8070/6
MONDO:0044912	metastatic malignant neoplasm in the spinal cord	NCIT:C4585			
MONDO:0044913	metastatic malignant neoplasm in the eye	NCIT:C4586			
MONDO:0044915	salivary duct carcinoma	NCIT:C5904			
MONDO:0044916	extrarenal rhabdoid tumor	NCIT:C6586			
MONDO:0044917	T-lymphoblastic lymphoma	NCIT:C6919			9729/3
MONDO:0044919	malignant renal pelvis neoplasm	NCIT:C7525			
MONDO:0044921	atypical lymphoproliferative disorder	NCIT:C7764			
MONDO:0044923	acute myeloid leukemia with mutated NPM1	NCIT:C82431			9861/3
MONDO:0044925	oral cavity carcinoma	NCIT:C8990			
MONDO:0044926	oropharyngeal carcinoma	NCIT:C9105			
MONDO:0044937	rectal carcinoma	NCIT:C9382			
MONDO:0044956	paranasal sinus mucoepidermoid carcinoma	NCIT:C6018			
MONDO:0044964	oral cavity mucoepidermoid carcinoma	NCIT:C8177			
MONDO:0044983	benign lipomatous neoplasm	NCIT:C4502			
MONDO:0045045	selective IgG immunodeficiency	NCIT:C27142			
MONDO:0045048	toxemia of pregnancy	NCIT:C34943			
MONDO:0045050	nuclear cataract	NCIT:C135176			
MONDO:0045051	cortical cataract	NCIT:C135177			
MONDO:0045052	benign osteogenic neoplasm	NCIT:C6602			
MONDO:0045053	osteogenic neoplasm	NCIT:C6603			
MONDO:0045054	cancer-related condition	NCIT:C8278			
MONDO:0045055	glycogen-rich carcinoma	NCIT:C4153			8315/3
MONDO:0045056	grade II meningioma	NCIT:C38937			
MONDO:0045057	delirium	NCIT:C2981			
MONDO:0045058	ACTH-producing pituitary gland neoplasm	NCIT:C7909			
MONDO:0045060	intraductal cribriform breast adenocarcinoma	NCIT:C5138			8201/2
MONDO:0045063	major salivary gland adenoid cystic carcinoma	NCIT:C5905			
MONDO:0045068	minor salivary gland adenoid cystic carcinoma	NCIT:C5936			
MONDO:0045069	minor salivary gland carcinoma	NCIT:C5957			
MONDO:0045070	digestive system melanoma	NCIT:C7091			
MONDO:0045071	mycosis fungoides variant	NCIT:C39644			
MONDO:0045072	ectopic hormone secretion syndrome associated with neoplasia	NCIT:C4065			
MONDO:0054588	Noonan syndrome-like disorder with loose anagen hair 2	NCIT:C176940			
MONDO:0054637	Noonan syndrome-like disorder with loose anagen hair 1	NCIT:C176939			
MONDO:0054677	combined oxidative phosphorylation deficiency 33	NCIT:C174440			
MONDO:0054697	immunodeficiency 11b with atopic dermatitis	NCIT:C176630			
MONDO:0054698	proteasome-associated autoinflammatory syndrome 1	NCIT:C176619			
MONDO:0054835	classic dopamine transporter deficiency syndrome	NCIT:C129866			
MONDO:0054868	meconium ileus	NCIT:C98979			
MONDO:0056795	X-linked spermatogenic failure 1	NCIT:C168988			
MONDO:0056796	obstructive nephropathy	NCIT:C120902			
MONDO:0056805	benign peripheral nerve granular cell tumor	NCIT:C5502			
MONDO:0056806	non-small cell squamous lung carcinoma	NCIT:C133254			
MONDO:0056813	hormone-resistant breast carcinoma	NCIT:C114932			
MONDO:0056814	hormone-resistant prostate carcinoma	NCIT:C114933			
MONDO:0056815	liver adenosquamous carcinoma	NCIT:C118630			
MONDO:0056816	vulvar neuroendocrine carcinoma	NCIT:C128243			
MONDO:0056817	rectal adenosquamous carcinoma	NCIT:C43594			
MONDO:0056818	skin adenosquamous carcinoma	NCIT:C54250			
MONDO:0056819	nasal cavity and paranasal sinus carcinoma	NCIT:C54293			
MONDO:0056820	nasal cavity and paranasal sinus neoplasm	NCIT:C7336			
MONDO:0060765	fibroepithelial polyp	NCIT:C3337			
MONDO:0060766	anal polyp	NCIT:C3957			
MONDO:0060768	gingival fibroepithelial polyp	NCIT:C4693			
MONDO:0060774	vaginal fibroepithelial polyp	NCIT:C4948			
MONDO:0060777	cervical fibroepithelial polyp	NCIT:C40200			
MONDO:0060778	adult Fanconi syndrome	NCIT:C4377			
MONDO:0060779	acquired Fanconi syndrome	NCIT:C78296			
MONDO:0060782	premalignant hematological system disease	NCIT:C27274			
MONDO:0060783	classic congenital adrenal hyperplasia	NCIT:C131423			
MONDO:0100017	pityriasis rubra pilaris	NCIT:C85014			
MONDO:0100040	FOXG1 disorder	NCIT:C176903			
MONDO:0100042	cardiac conduction defect	NCIT:C78245			
MONDO:0100053	anaphylaxis	NCIT:C107101			
MONDO:0100055	intraosseous spindle cell rhabdomyosarcoma with TFCP2/NCOA2 rearrangements	NCIT:C178236			
MONDO:0100060	congenital/infantile spindle cell rhabdomyosarcoma with VGLL2/NCOA2/CITED2 rearrangements	NCIT:C178232			
MONDO:0100062	developmental and epileptic encephalopathy	NCIT:C122814			
MONDO:0100063	Pericytoma with t(7;12)	NCIT:C202896			
MONDO:0100064	tyrosine hydroxylase deficiency	NCIT:C157158			
MONDO:0100067	childhood spindle cell rhabdomyosarcoma	NCIT:C123397			
MONDO:0100081	sleep disorder	NCIT:C3376			
MONDO:0100083	hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1	NCIT:C151903			
MONDO:0100115	acute flaccid myelitis	NCIT:C128379			
MONDO:0100116	Middle East respiratory syndrome	NCIT:C128424			
MONDO:0100135	Dravet syndrome	NCIT:C116573			
MONDO:0100137	telomere syndrome	NCIT:C152065			
MONDO:0100151	nephropathic cystinosis	NCIT:C129932			
MONDO:0100156	Imerslund-Grasbeck syndrome type 1	NCIT:C131677			
MONDO:0100159	pulmonary hypertension, neonatal	NCIT:C4732			
MONDO:0100163	COVID-19–associated multisystem inflammatory syndrome in children	NCIT:C172127			
MONDO:0100164	permanent neonatal diabetes mellitus	NCIT:C114902			
MONDO:0100185	immune reconstitution inflammatory syndrome	NCIT:C125712			
MONDO:0100186	GTP cyclohydrolase I deficiency with hyperphenylalaninemia	NCIT:C141442			
MONDO:0100190	gastric intestinal metaplasia	NCIT:C8360			
MONDO:0100192	liver failure	NCIT:C26922			
MONDO:0100193	chronic liver failure	NCIT:C84428			
MONDO:0100216	DICER1-related tumor predisposition	NCIT:C123317			
MONDO:0100233	long COVID-19	NCIT:C179263			
MONDO:0100244	paroxysmal nocturnal hemoglobinuria	NCIT:C61233			
MONDO:0100249	46,XX testicular disorder of sex development	NCIT:C127170			
MONDO:0100250	46,XX sex reversal 1	NCIT:C179867			
MONDO:0100251	familial hyperphosphatemic tumoral calcinosis/hyperphosphatemic hyperostosis syndrome	NCIT:C131851			
MONDO:0100253	Roberts-SC phocomelia syndrome	NCIT:C4681			
MONDO:0100280	Waldenstrom macroglobulinemia	NCIT:C80307			9761/3
MONDO:0100285	extrahepatic biliary atresia	NCIT:C97069			
MONDO:0100290	colon serrated polyposis	NCIT:C96470			
MONDO:0100291	early T cell progenitor acute lymphoblastic leukemia	NCIT:C130043			
MONDO:0100309	hereditary ataxia		ICD10CM:G11		
MONDO:0100310	hereditary cerebellar ataxia	NCIT:C140268			
MONDO:0100313	focal segmental glomerulosclerosis	NCIT:C37308			
MONDO:0100316	long QT syndrome 1	NCIT:C85049			
MONDO:0100339	Friedreich ataxia	NCIT:C84718			
MONDO:0100342	malignant glioma	NCIT:C4822			9380/3
MONDO:0100345	lactose intolerance	NCIT:C3154			
MONDO:0100347	carcinoid syndrome	NCIT:C3215			
MONDO:0100354	megacystis-microcolon-intestinal hypoperistalsis syndrome 1	NCIT:C98982			
MONDO:0100370	acute hepatitis B virus infection	NCIT:C157781			
MONDO:0100371	acute hepatitis C virus infection	NCIT:C157782			
MONDO:0100373	acute myeloid leukemia, inv(16)(p13.1;q22)	NCIT:C9018			
MONDO:0100374	acute myeloid leukemia, t(16;16)(p13.1;q22)	NCIT:C9019			
MONDO:0100375	acute myeloid leukemia, t(15;17)(q24;q21)	NCIT:C36055			
MONDO:0100377	acute myeloid leukemia, t(10;11)(p12;q23)	NCIT:C132101			
MONDO:0100381	acute myeloid leukemia, t(6;11)(q27;q23)	NCIT:C132105			
MONDO:0100382	acute myeloid leukemia, t(6;9)(p23;q34.1)	NCIT:C82423			9865/3
MONDO:0100389	acute myeloid leukemia, Trisomy 8	NCIT:C162775			
MONDO:0100395	acute myeloid leukemia, t(5;11)(q35;p15)	NCIT:C131502			
MONDO:0100396	acute myeloid leukemia, t(7;12)(q36;p13)	NCIT:C122690			
MONDO:0100398	acute myeloid leukemia, inv(3)(q21.3;q26.2)	NCIT:C122716			
MONDO:0100399	acute myeloid leukemia, t(3;3)(q21.3;q26.2)	NCIT:C122717			
MONDO:0100404	acute myeloid leukemia, MLL gene rearrangement	NCIT:C174129			
MONDO:0100407	acute myeloid leukemia, t(11;15)(p15;q35)	NCIT:C131504			
MONDO:0100409	acute myeloid leukemia, t(3;5)(q25;q34)	NCIT:C7600			9895/3
MONDO:0100413	acute myeloid leukemia, biallelic CEBPA gene mutation	NCIT:C129782			
MONDO:0100414	acute myeloid leukemia, CEBPA gene mutation	NCIT:C151898			
MONDO:0100415	acute myeloid leukemia, FLT3 internal tandem duplication	NCIT:C126748			
MONDO:0100422	acute myeloid leukemia, RUNX1 gene mutation	NCIT:C129786			
MONDO:0100431	migraine without aura	NCIT:C117004			
MONDO:0100470	reactive airway disease	NCIT:C113673			
MONDO:0100471	vitamin D deficiency	NCIT:C114830	ICD10CM:E55	ICD9:268	
MONDO:0100480	autoimmune primary adrenal insufficiency	NCIT:C113814			
MONDO:0100482	extensively drug-resistant tuberculosis	NCIT:C128417			
MONDO:0100492	Bonnevie-Ullrich syndrome	NCIT:C34434			
MONDO:0100505	food dermatitis	NCIT:C34534			
MONDO:0100514	familial ovarian carcinoma	NCIT:C36102			
MONDO:0100531	Emery-Dreifuss muscular dystrophy 1, X-linked	NCIT:C168730			
MONDO:0100534	SMARCB1-deficient kidney medullary carcinoma	NCIT:C189247			
MONDO:0100542	clonal hematopoiesis	NCIT:C162188			
MONDO:0100550	orbital myositis	NCIT:C117296			
MONDO:0100574	generalized epilepsy	NCIT:C3021			
MONDO:0200000	uterine ligament adenosarcoma	NCIT:C102570			
MONDO:0600002	hemorrhagic fever	NCIT:C36169			
MONDO:0600008	cytokine release syndrome	NCIT:C78251			
MONDO:0600023	idiopathic inflammatory myopathy	NCIT:C116796			
MONDO:0600025	hydrosalpinx	NCIT:C142886			
MONDO:0600029	restrictive pulmonary disease	NCIT:C91762			
MONDO:0600030	B-cell acute lymphoblastic leukemia with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1)	NCIT:C80347			
MONDO:0700035	monosomy chromosome 8	NCIT:C36535			
MONDO:0700048	hand-foot syndrome	NCIT:C27177			
MONDO:0700051	liver abscess (disease)	NCIT:C99089			
MONDO:0700058	Morton neuroma	NCIT:C4075			
MONDO:0700064	aneuploidy	NCIT:C2873			
MONDO:0700065	trisomy	NCIT:C3421			
MONDO:0700078	triple-positive breast carcinoma	NCIT:C118311			
MONDO:0700079	hormone receptor-positive breast cancer	NCIT:C157056			
MONDO:0700081	newborn respiratory distress syndrome	NCIT:C27560		ICD9:769	
MONDO:0700082	Robertsonian translocation Down syndrome	NCIT:C188150			
MONDO:0700086	uniparental disomy	NCIT:C85215			
MONDO:0700090	epilepsy, familial temporal lobe, 1	NCIT:C141441			
MONDO:0700091	ring chromosome disorder	NCIT:C3360			
MONDO:0700092	neurodevelopmental disorder	NCIT:C1535926			
MONDO:0700134	bovine neoplasm	NCIT:C134527			
MONDO:0700135	bovine leukemia	NCIT:C131469			
MONDO:0700136	bovine protoporphyria	NCIT:C131472			
MONDO:0700137	bovine lymphosarcoma	NCIT:C134767			
MONDO:0700138	bovine rectal myxoma	NCIT:C134768			
MONDO:0700139	canine neoplasm	NCIT:C134526			
MONDO:0700140	canine osteosarcoma	NCIT:C120045			
MONDO:0700141	canine melanoma	NCIT:C120298			
MONDO:0700142	canine hemangiosarcoma	NCIT:C122783			
MONDO:0700143	canine mammary carcinoma	NCIT:C124249			
MONDO:0700144	canine leukemia	NCIT:C128120			
MONDO:0700145	canine lymphoma	NCIT:C128121			
MONDO:0700146	canine prostate carcinoma	NCIT:C128122			
MONDO:0700147	canine histiocytic sarcoma	NCIT:C128125			
MONDO:0700148	canine transitional cell carcinoma	NCIT:C128126			
MONDO:0700149	canine sarcoma	NCIT:C128195			
MONDO:0700150	canine mastocytoma	NCIT:C129077			
MONDO:0700151	canine glioma	NCIT:C129297			
MONDO:0700152	canine hepatocellular carcinoma	NCIT:C129298			
MONDO:0700153	canine lung adenocarcinoma	NCIT:C129299			
MONDO:0700154	canine rhabdomyosarcoma	NCIT:C129300			
MONDO:0700155	canine thyroid adenocarcinoma	NCIT:C132275			
MONDO:0700156	canine soft tissue sarcoma	NCIT:C132276			
MONDO:0700157	canine oral squamous cell carcinoma	NCIT:C132823			
MONDO:0700158	canine pancreatic carcinoma	NCIT:C134944			
MONDO:0700159	canine acanthomatous epulis	NCIT:C134956			
MONDO:0700160	canine mammary adenoma	NCIT:C147073			
MONDO:0700161	canine gastrointestinal stromal tumor	NCIT:C158783			
MONDO:0700162	canine granular cell tumor	NCIT:C158784			
MONDO:0700163	canine Langerhans cell histiocytosis	NCIT:C158785			
MONDO:0700164	canine nephroblastoma	NCIT:C158786			
MONDO:0700165	canine thyroid gland medullary carcinoma	NCIT:C161006			
MONDO:0700166	canine transmissible venereal tumor	NCIT:C162473			
MONDO:0700167	canine sebaceous gland epithelioma	NCIT:C176701			
MONDO:0700168	canine oral melanoma	NCIT:C185639			
MONDO:0700169	canine cutaneous t-cell lymphoma	NCIT:C186279			
MONDO:0700171	horse melanoma	NCIT:C134569			
MONDO:0700172	horse lymphoma	NCIT:C134778			
MONDO:0700173	horse sarcoid	NCIT:C134995			
MONDO:0700174	horse transitional cell carcinoma	NCIT:C173624			
MONDO:0700176	feline lymphoma	NCIT:C132193			
MONDO:0700177	feline mammary carcinoma	NCIT:C132274			
MONDO:0700178	feline oral squamous cell carcinoma	NCIT:C132824			
MONDO:0700179	feline osteosarcoma	NCIT:C132825			
MONDO:0700180	feline bronchioloalveolar lung carcinoma	NCIT:C134559			
MONDO:0700181	feline fibrosarcoma	NCIT:C134560			
MONDO:0700182	feline erythroleukemia	NCIT:C134770			
MONDO:0700183	feline reticulum cell sarcoma	NCIT:C135008			
MONDO:0700184	feline large granular lymphocyte lymphoma	NCIT:C135724			
MONDO:0700185	feline melanoma	NCIT:C156362			
MONDO:0700186	feline histiocytic sarcoma	NCIT:C157503			
MONDO:0700187	feline progressive histiocytosis	NCIT:C176702			
MONDO:0700188	feline synovial cell sarcoma	NCIT:C181658			
MONDO:0700189	chicken neoplasm	NCIT:C135005			
