PERMITTED_VALUE	LONG_NAME	DEFINITION
9734/3	Extraosseous Plasmacytoma	A plasma cell neoplasm arising at an extraosseous site. There is no involvement of the bone marrow. It most frequently involves the oropharynx, nasopharynx, sinuses, and larynx. Other sites of involvement include the gastrointestinal tract, central nervous system, breast, skin, lymph nodes, and bladder.  A minority of patients have a monoclonal gammopathy. Treatment includes radiation therapy. Progression to plasma cell myeloma occurs in a minority of patients.
9735/3	Plasmablastic Lymphoma	An aggressive diffuse large B-cell lymphoma usually arising in the setting of HIV infection and characterized by the presence of large neoplastic cells resembling B-immunoblasts which have the immunophenotypic profile of plasma cells.  Sites of involvement include the oral cavity, sinonasal cavity, skin, soft tissues, gastrointestinal tract, and bone.
9737/3	ALK-Positive Large B-Cell Lymphoma	A usually aggressive large B-cell lymphoma characterized by the presence of monomorphic immunoblast-like neoplastic B-lymphocytes in a sinusoidal growth pattern.  The neoplastic B-lymphocytes express the ALK kinase but they lack the 2;5 translocation.
9738/3	HHV8-Positive Diffuse Large B-Cell Lymphoma, Not Otherwise Specified	A B-cell lymphoma characterized by the presence of a diffuse proliferation of large, atypical HHV8-positive, EBV-negative neoplastic lymphocytes. Areas of multicentric Castleman disease are not present.
9740/1	Mastocytoma	A localized tumor composed of sheets of mast cells without atypia. It includes the cutaneous mastocytoma which involves the dermis and subcutaneous tissue, and the extracutaneous mastocytoma. Most cases of extracutaneous mastocytoma have been reported in the lung.
9740/3	Mast Cell Sarcoma	A rare entity characterized by localized but destructive growth of a tumor consisting of highly atypical, immature mast cells.(WHO, 2001)
9741/1	Indolent Systemic Mastocytosis	An indolent mast cell neoplasm characterized by systemic infiltration of skin and internal organs by aggregates of neoplastic mast cells. There is no evidence of mast cell leukemia or clonal hematologic malignancy. Clinically, there is no evidence of palpable hepatomegaly and splenomegaly, malabsorption syndrome, or pathologic fractures.
9741/3	Malignant Mastocytosis	Malignant neoplasm originating from mast cells.
9742/3	Mast Cell Leukemia	A variant of systemic mastocytosis with involvement of the bone marrow (20% or more mast cells) and the peripheral blood (mast cells account for 10% or more of peripheral blood white cells). (WHO, 2001) -- 2003
9749/3	Erdheim-Chester Disease	A very rare, multisystem non-Langerhans cell histiocytosis that predominantly affects adults.  It is characterized by the proliferation in the tissues of lipid-laden macrophages and the presence of multinucleated giant cells.  It results in sclerosis of the long bones and failure of the affected organs.  Patients may present with bone pain, exophthalmos, ataxia, liver failure, kidney failure, and hypopituitarism.
9750/3	Malignant Histiocytosis	An antiquated term referring to cases of systemic non-Hodgkin lymphomas which are composed of large, atypical neoplastic lymphoid cells and cases of hemophagocytic syndromes. In the past, cases of anaplastic large cells lymphoma were called malignant histiocytosis.
9751/1	Langerhans Cell Histiocytosis	A neoplastic proliferation of Langerhans cells which contain Birbeck granules by ultrastructural examination. Three major overlapping syndromes are recognized: eosinophilic granuloma, Letterer-Siwe disease, and Hand-Schuller-Christian disease. The clinical course is generally related to the number of organs affected at presentation. (WHO, 2001)
9751/3	Langerhans Cell Histiocytosis, Disseminated	Langerhans cell histiocytosis presenting with disseminated disease.
9755/3	Histiocytic Sarcoma	An aggressive malignant neoplasm with a poor response to therapy, usually presenting as stage III/IV disease.  It is characterized by the presence of neoplastic cells with morphologic and immunophenotypic characteristics similar to those seen in mature histiocytes.
9756/3	Langerhans Cell Sarcoma	A neoplastic proliferation of Langerhans cells with overtly malignant cytologic features.  It can be considered a higher grade variant of Langerhans cell histiocytosis (LCH) and it can present de novo or progress from antecedent LCH. (WHO, 2001) -- 2003
9757/3	Interdigitating Dendritic Cell Sarcoma/Tumor	A neoplastic proliferation of spindle to ovoid cells which show phenotypic features similar to those of interdigitating dendritic cells.  The clinical course is variable ranging from benign localized disease to widespread lethal disease. (WHO, 2001)
9758/3	Follicular Dendritic Cell Sarcoma/Tumor	A neoplasm composed of spindle to ovoid cells which have morphologic and immunophenotypic characteristics of follicular dendritic cells. It affects lymph nodes and other sites including the tonsils, gastrointestinal tract, spleen, liver, soft tissues, skin, and oral cavity. It usually behaves as a low grade sarcoma. Treatment options include complete surgical removal of the tumor with or without adjuvant chemotherapy or radiotherapy. Recurrences have been reported in up to half of the cases. Cases which present with abdominal involvement and a high morphologic grade usually have a poorer prognosis.
9759/3	Fibroblastic Reticular Cell Tumor	A very rare dendritic cell tumor affecting the lymph nodes, spleen, and soft tissues. Morphologically it is similar to the interdigitating dendritic cell sarcoma or follicular dendritic cell sarcoma. The tumor cells are positive for cytokeratin and CD68. Clinical outcome is variable.
9761/1	IgM Monoclonal Gammopathy of Undetermined Significance	Monoclonal gammopathy of undetermined significance defined by a serum IgM paraprotein concentration less than 30g/L; bone marrow lymphoplasmacytic infiltration of less than 10%; and no evidence of anemia, constitutional symptoms, hyperviscocity, lymphadenopathy, hepatosplenomegaly, or other end-organ damage that can be attributed to the underlying lymphoproliferative disorder. It is a precursor condition that may progress to lymphoplasmacytic lymphoma/ Waldenstrom macroglobulinemia, other B-cell neoplasms, or primary amyloidosis. Progression to plasma cell myeloma occurs rarely, if at all. (WHO 2017)
9761/3	Waldenstrom Macroglobulinemia	Lymphoplasmacytic lymphoma associated with bone marrow involvement and IgM monoclonal gammopathy.
9762/3	Heavy Chain Disease	One of a group of rare disorders of immunoglobulin synthesis associated with B-cell proliferative disorders and diagnosed by the finding of heavy chains in the serum, urine, or both. Heavy chains are immunologically related to the Fc fragment of the immunoglobulin chain. Three types of heavy chain disease (HCD) have been recognized: gamma heavy chain disease (associated with Waldenstrom's macroglobulinemia), alpha heavy chain disease (also known as immunoproliferative small intestinal disease or Mediterranean lymphoma), and mu heavy chain disease (associated with chronic lymphocytic leukemia). Complications of HCD vary depending upon type.
9765/1	Monoclonal Gammopathy of Undetermined Significance	A plasma cell disorder in which an abnormal amount of a single immunoglobulin is present in the serum. Up to 25% of cases of monoclonal gammopathy of undetermined significance (MGUS) progress to a B-cell malignancy or myeloma. MGUS may occur in conjunction with various carcinomas, chronic inflammatory and infectious conditions, and other diseases.
9766/1	Angiocentric Immunoproliferative Lesion	A neoplastic lymphoproliferative process characterized by an angiocentric arrangement of tumor cells and associated angiodestruction. It includes lymphomatoid granulomatosis which is a lymphoproliferative lesion derived from mature B-lymphocytes and cases of extranodal NK/T-cell lymphomas of nasal type.
9766/3	Grade III Lymphomatoid Granulomatosis	Lymphomatoid granulomatosis characterized by the presence of aggregates of neoplastic large B-lymphocytes, usually admixed with pleomorphic and Hodgkin-like cells, in a background of chronic inflammation.  Necrotic changes are present and are usually extensive.  Grade III lymphomatoid granulomatosis should be approached clinically as a subtype of diffuse large B-cell lymphoma.
9769/1	Monoclonal Immunoglobulin Deposition Disease	A plasma cell neoplasm characterized by the deposition of immunoglobulin in tissues, resulting in impaired organ function. It includes the following entities: primary amyloidosis, heavy chain deposition disease, and light chain deposition disease.
9800/3	Leukemia	A malignant (clonal) hematologic disorder, involving hematopoietic stem cells and characterized by the presence of primitive or atypical myeloid or lymphoid cells in the bone marrow and the blood.  Leukemias are classified as acute or chronic based on the degree of cellular differentiation and the predominant cell type present.  Leukemia is usually associated with anemia, fever, hemorrhagic episodes and splenomegaly.  Common leukemias include acute myeloid leukemia, chronic myelogenous leukemia, acute lymphoblastic or precursor lymphoblastic leukemia, and chronic lymphocytic leukemia.  Treatment is vital to patient survival; untreated, the natural course of acute leukemias is normally measured in weeks or months, while that of chronic leukemias is more often measured in months or years. -- 2004
9801/3	Acute Leukemia	leukemia in which the involved cell shows little or no differentiation, usually consisting of blast cells; two types are distinguished, acute lymphocytic and acute myelogenous leukemia.
9805/3	Acute biphenotypic leukaemia is a form of leukaemia where the lineage is of both lymphoid and myeloid origin; It is a subtype of 	An acute leukemia of ambiguous lineage characterized by blasts which coexpress myeloid and T or B lineage antigens or concurrent B and T lineage antigens.  (WHO, 2001)
9806/3	Mixed Phenotype Acute Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1	A rare mixed phenotype acute leukemia in which the blasts also carry the translocation t(9;22)(q34.1;q11.2) by karyotypic analysis or the BCR-ABL1 translocation by FISH or PCR.  The prognosis is usually unfavorable.
9807/3	Mixed Phenotype Acute Leukemia with t(v;11q23.3); KMT2A Rearranged	A rare mixed phenotype acute leukemia in which the blasts also carry a translocation (v; 11q23.3) involving the KMT2A gene. The prognosis is usually unfavorable.
